Unnamed: 0,productid,imageid,descr_dup_block
181,4041456409,1279757063,False
182,3820236359,1249586764,False
183,4086071880,1289179797,False
184,2074172103,1124252085,False
185,1146674244,1065109773,False
186,124387132,879080305,False
187,3908953944,1262582998,False
188,125293048,880172152,False
189,254956784,968772041,False
190,3090578073,1190118795,False
191,2033308192,1121209482,False
192,1411852196,1078942837,False
193,2769353975,1163771899,False
194,4168956093,1306813815,False
195,90948388,874729439,False
196,1952792748,1140536440,False
197,3212831992,1269906336,False
198,3876189522,1256971266,False
199,4017676858,1276875489,False
200,4151269724,1301255126,False
201,4012248865,1276348808,False
202,4227063439,1321335022,False
203,4055997671,1282285967,False
204,4104750156,1293365572,False
205,4044817140,1280392342,False
206,2832752235,1190253012,False
207,3149281609,1194537163,False
208,873435157,1138907659,True
209,4086012947,1288891838,False
210,3817906799,1248863644,False
211,128983901,883950931,False
212,3875023279,1256921342,False
213,3716328259,1237283359,False
214,4063209293,1283953764,False
215,109722620,867017708,False
216,4089721246,1289773956,False
217,278533940,1128331212,False
218,2695197354,1158120727,False
219,3527612757,1219598066,False
220,4151263478,1301526723,False
221,1376271948,1077614852,False
222,50571765,469200530,False
223,3837506906,1251073346,False
224,3929900526,1265214674,False
225,1775224891,1101593171,False
226,4003840447,1275071690,False
227,52370050,509043648,False
228,57150024,684348064,False
229,3287289604,1204249145,False
230,3397499315,1216404223,False
231,3817897828,1248838417,False
232,112658897,868994208,False
233,70949111,836322607,False
234,3819982798,1249535534,False
235,4181946392,1309989948,False
236,2688978134,1157727227,False
237,4012179290,1276225920,False
238,1692178656,1098685633,False
239,4037091122,1279078074,False
240,50048695,436947892,False
241,3898707188,1261171547,False
242,2121747402,1127347950,False
243,90396847,856772212,False
244,2165175435,1129254026,False
245,209370105,947206925,False
246,2064315232,1124058223,False
247,4132330589,1296849522,False
248,3819978073,1249533894,False
249,3863212856,1254576212,False
250,4127722489,1295933414,False
251,3871291150,1255766327,False
252,1472811,675150507,False
253,3992734317,1273470867,False
254,3881732965,1258320945,False
255,1308146442,1072689365,False
256,4231806212,1323313776,False
257,3898725495,1261419198,False
258,580161,1000076039,False
259,261622,1283036881,False
260,3856250575,1253356415,False
261,2014631311,1120576407,False
262,524421088,1163731050,False
263,4182232271,1310294075,False
264,3312189799,1205825889,False
265,2660100415,1155781599,False
266,3366179456,1208976070,False
267,3890882789,1260706203,False
268,3992569790,1273362140,False
269,4235887913,1324015046,False
270,4200875606,1316160872,False
271,4057527716,1282844409,False
272,3397443643,1211397493,False
273,4023548272,1277588675,False
274,4150996318,1301523689,False
275,4202303891,1314512168,True
276,66222263,836094468,False
277,2587938353,1151689349,False
278,562802291,1026367747,False
279,285422950,981977678,False
280,3850036053,1252659198,False
281,3886016081,1258618665,False
282,853894,51662530,False
283,4085872509,1288903575,False
284,3817904640,1248853447,False
285,2514717165,1146256433,False
286,1095145160,1060059699,False
287,1711732964,1100077279,False
288,3449765212,1213821882,False
289,136255802,890156155,False
290,4079552105,1287889972,False
291,3669572789,1232814558,False
292,267430963,973033458,False
293,4172828367,1307831027,False
294,2439254489,1141637255,False
295,4236298728,1324230157,False
296,3120179903,1192175610,False
297,441641091,1009496635,False
298,1932151856,1114344167,False
299,4200881171,1316258822,False
300,205560139,946557204,False
301,3793573976,1245645557,False
302,4061598994,1283697046,False
303,4177820511,1308726535,False
304,1337246472,1074825863,False
305,4177785675,1308761879,False
306,4006495393,1275566677,False
307,3866824450,1254926754,False
308,2783482884,1164384018,False
309,4004193752,1275412540,False
310,1488284489,1083704116,False
311,3944535637,1267924678,False
312,4039246488,1279919116,False
313,102356858,862633646,False
314,1914804803,1111758447,False
315,4058945450,1282776761,False
316,168729486,921380089,False
317,3819982772,1249535485,False
318,435917708,1008106880,False
319,3819978148,1249534108,False
320,4183696764,1313629697,False
321,3913253844,1263008347,False
322,1389681722,1308910378,False
323,3990163204,1272746736,True
324,3040165356,1186950504,False
325,51212297,906116739,False
326,168344976,921249655,False
327,294323290,987439078,False
328,3844081420,1251592673,False
329,4090784667,1289984514,False
330,3470042378,1215497446,False
331,3470037518,1215486554,False
332,4141674879,1299536678,False
333,1433340196,1079769462,False
334,3951008445,1268468591,False
335,4124382470,1294867796,False
336,3938616828,1266504695,False
337,4189103002,1312052000,False
338,4187459181,1311500237,False
339,1657064547,1096608932,False
340,3128693681,1192482558,False
341,4240397804,1325110167,False
342,3762890807,1242186524,False
343,3857173154,1253519639,False
344,3120179856,1192175602,False
345,1842307939,1104324888,False
346,220267350,955658863,False
347,3586643608,1225683213,False
348,4122553200,1294185147,False
349,3249401441,1201829345,False
350,4150985084,1301391405,False
351,3850026222,1252574223,False
352,3773721822,1243417369,False
353,2246672559,1133288960,False
354,3971616496,1270372881,False
355,1631551337,1095049953,False
356,4006502055,1275625144,False
357,3929900623,1265216601,False
358,3940235846,1266912069,False
359,4159315947,1303683671,False
360,4019812525,1277529536,False
361,4250645341,1328577156,False
362,1706100283,1099707252,False
363,3387207062,1210294292,False
364,294388136,987609443,False
365,4159315440,1303680745,False
366,3751056529,1240995076,False
367,2815711479,1166399320,False
368,3992774113,1273672404,False
369,102358907,862537855,False
370,275314968,976095577,False
371,4010224463,1276026925,False
372,94111818,875804149,False
373,279975768,978673830,False
374,203830713,940396889,False
375,4200871264,1316117316,False
376,4037094203,1279124905,False
377,4174407386,1308114245,False
378,212253872,949321021,False
379,3871050289,1255758370,False
380,440552650,1009253485,False
381,3893204642,1260375858,False
382,1832987245,1113098106,False
383,4079552510,1287905237,False
384,853456152,1043840784,False
385,3289850219,1204440632,False
386,295973057,988853620,False
387,4182277154,1310795284,False
388,3534268584,1220255546,False
389,4003693199,1278873622,False
390,141666911,893774492,False
391,439166225,1008716909,False
392,3407756115,1211698716,False
393,4181945943,1309984020,False
394,4029127976,1278033195,False
395,3745176750,1240241973,False
396,75188936,846073474,False
397,942607934,1048522910,False
398,2755824667,1174750030,False
399,3727588027,1238298845,False
400,2286683805,1134779238,False
401,4195680042,1312694565,False
402,4165984010,1305524791,False
403,143687848,1062167158,False
404,397061971,1003703706,False
405,3928057853,1264909379,False
406,1466897199,1082357413,False
407,4061624475,1283885812,False
408,3877955658,1257987284,False
409,285391687,981950944,False
410,3716305723,1237277234,False
411,4008293827,1275750864,False
412,4156529947,1302785285,False
413,159602272,915095246,False
414,435069606,1007590807,False
415,4240794529,1325242825,False
416,1968846561,1117240202,False
417,3646506714,1231226435,False
418,1962187547,1116558805,False
419,4236041495,1324056502,False
420,3992529804,1273191503,False
421,190093955,933235320,False
422,4105613978,1307786151,False
423,4160927319,1304042730,False
424,3906573021,1262277319,False
425,3931445098,1265493836,False
426,1920200544,1112667143,False
427,4144868039,1300060210,False
428,3076709617,1189474546,False
429,4143441973,1299733567,False
430,3867156936,1255067608,False
431,3798822390,1246379557,False
432,2063910503,1127541763,False
433,1328361132,1074169757,False
434,3866912396,1254897117,False
435,81514489,1042569034,False
436,64574612,896416082,False
437,4168873908,1306587389,False
438,315555429,1027296503,False
439,4215221897,1318532260,False
440,3076601192,1189026435,False
441,4006484802,1275454721,False
442,2572664424,1150288994,False
443,6967496,308334760,False
444,3814898009,1248390762,False
445,4150996025,1301521917,False
446,3737242085,1239355524,False
447,462402789,1013129250,False
448,262159250,971423146,False
449,2608616573,1152576528,False
450,3122641017,1192148749,False
451,4054251826,1282040067,False
452,2126259487,1127576006,False
453,4172813019,1307747694,False
454,4172828800,1307834831,False
455,440640859,1009289107,False
456,4221663647,1321016395,False
457,295788290,1267010205,False
458,183979362,930076262,False
459,4006496997,1275572551,False
460,1043674345,1304339229,False
461,3834851464,1250684461,False
462,3861763036,1254492326,True
463,3955091608,1269068835,True
464,3770951051,1243235383,False
465,2850101037,1168039600,False
466,4012869320,1276359833,False
467,4105723231,1292014804,False
468,4179727044,1309655943,False
469,4209031235,1316325761,False
470,4200413922,1313873014,True
471,4213436752,1317741626,False
472,2886589349,1228075523,False
473,4197490624,1313138371,False
474,3893272312,1260718069,False
475,3929899793,1265224262,False
476,445525369,1010270740,False
477,748798039,1038311488,False
478,2940638702,1174586417,False
479,254414928,1146403919,False
480,691859886,1035779347,False
481,567679301,1026617624,False
482,294337046,987536730,False
483,201684799,939214233,False
484,3228880610,1201813360,False
485,294697980,987825305,False
486,3366054807,1209157203,False
487,1876686106,1190256187,False
488,4137778706,1298000605,False
489,562802130,1026367263,False
490,570708381,1027323287,False
491,4141675770,1299283057,False
492,4211506097,1316999809,False
493,2287009726,1225862046,False
494,2553210873,1200873248,False
495,2638944193,1155221058,False
496,4187118706,1311415480,False
497,1059998663,1055434465,False
498,4128438414,1295960610,False
499,570732700,1027363803,False
500,3929898822,1265222114,False
501,3146953314,1194051165,False
502,418197027,1005828369,False
503,4160987185,1304173097,False
504,3913588624,1268741193,False
505,4108907787,1292387661,False
506,75204097,846090150,False
507,58975892,711427470,False
508,983389302,1052190003,False
509,4202303155,1314461525,False
510,1414869589,1079155958,False
511,94066433,859095202,False
512,3314975310,1205955816,False
513,830324073,1295451889,False
514,3545848950,1227053910,False
515,278583243,1061237083,False
516,3112353532,1191666530,False
517,258776003,970338088,False
518,435125475,1007649200,False
519,58859142,710026186,False
520,3887560723,1258847150,False
521,3764165519,1242294988,False
522,3943296099,1267522723,False
523,1834933204,1104486937,False
524,255257554,968831698,False
525,1859918370,1106019766,False
526,4023030686,1277718943,False
527,4182216988,1310074577,False
528,2091895139,1126227546,False
529,4184608851,1310878065,False
530,4200879400,1316228016,False
531,4186261787,1317820085,False
532,4023549901,1277611200,False
533,2679537659,1156971825,False
534,2940640338,1174592525,False
535,88056023,881876850,False
536,3906639400,1262345107,False
537,4006484988,1275455712,False
538,68496367,846455793,False
539,569601902,1026967688,False
540,4057529790,1282859499,False
541,4055589326,1282174302,False
542,4224252675,1320389988,False
543,4235886844,1324257002,False
544,3479934811,1216298756,False
545,3856415888,1253343804,False
546,3844523510,1251655757,False
547,3848177470,1252237340,False
548,3146761449,1193581179,False
549,3882288842,1257675115,False
550,3810184744,1247440871,False
551,1352146017,1075758524,False
552,1186916236,1068362384,False
553,4087662719,1289672058,False
554,278411962,1198112256,False
555,567679257,1026617867,False
556,160284580,916824168,False
557,1757452,37638130,False
558,269653892,973607432,False
559,4160931615,1304069196,False
560,3721535025,1237573244,False
561,2266973553,1133844344,False
562,2230073326,1132676989,False
563,618925700,1318106444,False
564,758279037,1055627514,False
565,3773727365,1243386445,False
566,3065095692,1188462862,False
567,4231423442,1323873027,False
568,3334311440,1207477844,False
569,4155417188,1302475420,False
570,4160809595,1304033069,False
571,3067343427,1188546157,False
572,8015908,291755325,False
573,4168961940,1306906679,False
574,3860640509,1254191962,False
575,4061637499,1283966539,False
576,2833665322,1167374324,False
577,4186471693,1311212553,False
578,2314970178,1135898639,False
579,4010224422,1276026223,False
580,67425128,894972867,False
581,559361802,1026054865,False
582,305754060,996306216,False
583,4077039129,1287646229,False
584,278527230,1122251390,False
585,1490035858,1146383350,False
586,2502177560,1145965298,False
587,4061149860,1283322804,False
588,1508857708,1086208170,False
589,2129065455,1127692227,False
590,3236687278,1199834142,False
591,99480060,878824957,False
592,1955604317,1116235166,False
593,2940640331,1174592493,False
594,4164132452,1304907125,False
595,3887634286,1259377014,False
596,294087937,987323220,False
597,3976955414,1271267688,False
598,2906627496,1172181109,False
599,278570753,977983753,False
600,4017685510,1285875884,True
601,4160808409,1304024065,False
602,1580087665,1092257465,False
603,831980345,1041682276,False
604,807026257,1235318936,False
605,4167074163,1306527373,False
606,569945959,1027132515,False
607,3831364233,1250268262,False
608,4030618302,1278198314,False
609,2357605004,1318330197,False
610,3819981972,1249535134,False
611,1711734886,1100083529,False
612,293870905,987173917,False
613,85599856,895376852,False
614,3997814041,1274157383,False
615,148595254,903979118,False
616,1700125673,1099124709,False
617,4235887816,1324012975,False
618,569982290,1027174513,False
619,3925921223,1264522990,False
620,303484359,995294584,False
621,570621724,1027242426,False
622,144040625,1305185189,False
623,3456873986,1213989599,False
624,91214098,883130304,False
625,4180297067,1309468072,False
626,4235888282,1324020166,False
627,4142208987,1301282892,False
628,1173250264,1268542206,False
629,300689972,993340082,False
630,4179667650,1309112137,False
631,4061482602,1283591057,False
632,58940520,711074499,False
633,2954028617,1176097568,False
634,210473466,1179814609,False
635,484936141,1015522901,False
636,294301258,987490446,False
637,3883423801,1258320889,False
638,3377003174,1209410885,False
639,2808317278,1165913077,False
640,4197673338,1313416974,False
641,4201015140,1316943937,False
642,2292391893,1134793126,False
643,3967127178,1270055802,False
644,132291091,886432422,False
645,4182256742,1310579228,False
646,46698562,320062415,False
647,4035896269,1278559875,False
648,2695198679,1158121476,False
649,4061632989,1283927362,False
650,4086228061,1289199379,False
651,262168576,971432877,False
652,4063441757,1284198738,False
653,1869938533,1107916809,False
654,1649583115,1096250607,False
655,3819982829,1249535612,False
656,847405813,1043104180,False
657,3842663058,1251438534,False
658,4200686876,1314613060,False
659,1869201259,1107660193,False
660,1856197927,1105811573,False
661,4006536015,1275701849,False
662,200113753,938393534,False
663,3580770807,1223431394,False
664,570616723,1027224375,False
665,2719066171,1159753218,False
666,3404365132,1211830337,False
667,142223004,995711028,False
668,4236042093,1324096459,False
669,9016868,254527360,False
670,4211506246,1317116453,False
671,3995553735,1273894248,False
672,3716121480,1236934990,False
673,4231695325,1323293403,False
674,4182719262,1313196135,False
675,1382341933,1077775446,False
676,223680806,957078164,False
677,4214120496,1319272516,False
678,3249405442,1201831627,False
679,248225281,1015000690,False
680,1944920268,1115457600,False
681,5247472,499647025,False
682,436071669,1008160758,False
683,284152021,981054564,False
684,4124868663,1294958475,False
685,2950407,852636517,False
686,16653099,286173070,False
687,4235887823,1324013139,False
688,4151263395,1301523522,False
689,48927026,1015631864,False
690,4029426662,1278072106,False
691,2618440760,1153080588,False
692,3819983490,1249535735,False
693,131719580,885968705,False
694,4200878040,1316218183,False
695,278381371,1308937250,False
696,95451117,859710002,False
697,693202201,1038565045,False
698,3122043310,1192285999,False
699,4228958268,1322154058,False
700,2462193779,1158399693,False
701,122452588,1317996399,False
702,4056001141,1282291447,False
703,547028140,1030179798,False
704,3066841764,1188512444,False
705,536998701,1105839308,False
706,435101416,1007648239,False
707,149034118,904405831,False
708,4228958251,1322119657,False
709,3109428921,1191489920,False
710,3027358213,1307802838,False
711,3493699664,1217336796,False
712,2953356173,1176065547,False
713,254399154,967151134,False
714,3938615821,1266489397,False
715,3690228597,1234768149,False
716,4231757820,1323337722,False
717,4213271333,1317762934,True
718,4182250170,1310512055,False
719,170808095,922170129,False
720,2940639435,1174589146,False
721,18063547,345655117,False
722,2940638821,1174586996,False
723,207257939,1015521514,False
724,436164640,1008228720,False
725,3433487625,1212769373,False
726,388567497,1002979047,False
727,1467676,20410730,False
728,3887674139,1264360606,False
729,4105727994,1292020803,False
730,212253900,949321029,False
731,4175958864,1308373346,False
732,3861170755,1254299357,False
733,3249406847,1201834207,False
734,47372132,1072779964,False
735,4138131819,1298085068,False
736,4050740339,1281954406,False
737,4046494514,1280705554,False
738,3896000172,1261210084,False
739,3256339806,1202660619,False
740,3939552199,1266676086,False
741,3936362951,1268741150,False
742,3080119978,1189261474,False
743,1904327442,1110790818,False
744,2981080744,1178126987,False
745,2694028060,1158032634,False
746,1134869629,1064209765,False
747,4151009771,1301850198,False
748,128034795,883096552,False
749,3850328342,1252627212,False
750,1315030743,1073197535,False
751,3913253793,1263007631,False
752,4141587372,1299517617,False
753,289135308,984514784,False
754,439922661,1009123232,False
755,3607251985,1227168104,False
756,3470048292,1215500686,False
757,2875392195,1169449929,False
758,4108910677,1292414926,False
759,4055589348,1282175732,False
760,2710841011,1159488180,False
761,2698276613,1158326873,False
762,4108904935,1292800755,False
763,3808511202,1140321870,False
764,273333595,975261028,False
765,3800558510,1246569265,False
766,116562284,871644381,False
767,4206625171,1315631589,False
768,4071378338,1287558617,False
769,4087547042,1304132080,False
770,3742982050,1239972071,False
771,3817906635,1248863063,False
772,418195638,1005832548,False
773,435046952,1007651831,False
774,2010568142,1121334454,False
775,159602287,915095083,False
776,1187912260,1145898403,False
777,2763371548,1308846238,False
778,4179728283,1309657660,False
779,4058733568,1282723148,False
780,4070689908,1285824572,False
781,1143212614,1084085030,False
782,4114275622,1292873986,True
783,105675192,864310120,False
784,4146736253,1300468647,False
785,3906573307,1262284207,False
786,194872939,935645051,False
787,3769329870,1243000394,False
788,276429290,976685301,False
789,4160950981,1304117354,False
790,3775275162,1243659059,False
791,2590169268,1151793273,False
792,4202217367,1314492887,False
793,167360975,920826594,False
794,127939513,883143678,False
795,3617520286,1228491296,False
796,124565807,884196618,False
797,3788233817,1245017008,False
798,4197678468,1313458473,False
799,2527236619,1146981195,False
800,4171370647,1307347398,False
801,11442442,260238542,False
802,4063340827,1283983426,False
803,285612605,982089646,False
804,4010221435,1275999825,False
805,3166434064,1195258175,False
806,4125278412,1295075596,False
807,49900627,435337516,False
808,3777589541,1243996607,False
809,257790801,969830786,False
810,1638341399,1095773046,False
811,3312189776,1205825863,False
812,2176200323,1130101641,False
813,3604506455,1226822793,False
814,202444990,939599000,False
815,4182157964,1310356671,False
816,4061620421,1283864978,False
817,3958959521,1269455595,False
818,3592383113,1226405770,False
819,1834821515,1104482224,False
820,3655792081,1231932579,False
821,3101159559,1191032083,False
822,46868898,926324165,False
823,4044739284,1280334984,False
824,3881791399,1257671578,False
825,3889202899,1259898592,False
826,2832752181,1190250929,False
827,3052890878,1187620684,False
828,4061606808,1283723804,False
829,115270440,870686722,False
830,3868409772,1255238515,False
831,6338293,229887730,False
832,102357690,862580398,False
833,529948393,1022389733,False
834,294421156,987578487,False
835,3265357136,1202880812,False
836,201010463,938698181,False
837,1856285364,1217974613,False
838,4050591449,1281245732,False
839,4037094805,1279132747,False
840,3849187620,1252446991,True
841,422237461,1006292457,False
842,3463879696,1214918306,False
843,569669128,1026905875,False
844,334574999,998482821,False
845,516407692,1019344030,False
846,569684885,1027064082,False
847,558486639,1026005405,False
848,3707735178,1236846451,False
849,4177868100,1308916520,False
850,2850435583,1255405340,False
851,282638012,1146360214,False
852,569856415,1026985326,False
853,3363092008,1208946871,False
854,538267614,1023853421,False
855,3893244069,1260352238,False
856,3969470508,1281482200,False
857,4250699025,1328674485,False
858,3251991641,1318187354,False
859,2996195441,1180589162,False
860,4231695757,1323296971,False
861,4160935937,1304091933,False
862,4061637901,1283969081,False
863,1595544470,1093057672,False
864,3576928133,1222970239,False
865,2621721378,1153206502,False
866,3567899321,1223057687,False
867,2971727567,1177270444,False
868,85756376,854178954,False
869,3593005420,1225835982,False
870,4232881265,1323129470,False
871,1558019776,1308873191,False
872,4001421916,1274880896,False
873,196959015,936885781,False
874,1833186827,1190257543,False
875,2892529462,1170182409,False
876,1381343841,1318267476,False
877,50269480,448752330,False
878,3769282411,1242996828,False
879,278545264,1082464624,False
880,3942393182,1267258953,False
881,2940639409,1174589041,False
882,334563422,998351717,False
883,1101106151,1061149232,False
884,4006488750,1275488940,False
885,4172334374,1307661055,False
886,1776404870,1101763707,False
887,3894921795,1260240552,False
888,3992582246,1273421166,False
889,294490450,987672578,False
890,2940640371,1174592704,False
891,4189052635,1311859730,False
892,3253327986,1202255537,False
893,2855967878,1168290752,False
894,4240794928,1325258753,False
895,435061542,1007547731,False
896,4077601311,1287131663,False
897,4172829106,1307836588,False
898,203642958,1133293014,False
899,4202210117,1314338341,False
900,2300524503,1135178736,False
901,537182156,1023553936,False
902,254418891,967585123,False
903,4063432442,1284169763,False
904,3923189933,1264154161,False
905,1923131980,1093791214,False
906,154448760,910201446,False
907,3819984689,1249536540,False
908,3455996688,1213931907,False
909,4050748137,1281993037,False
910,2242959424,1133103521,False
911,2940638844,1174587159,False
912,1118849556,1065540942,False
913,3287289952,1204249830,False
914,1615013772,1110782687,False
915,4176405413,1308443204,False
916,53444791,548172299,False
917,4232365380,1323973573,False
918,3332930867,1207476309,False
919,2622635021,1153239272,False
920,3144163048,1193529240,False
921,1048003590,1054749307,False
922,2875392159,1169449835,False
923,1115319400,1062487267,False
924,1183436170,1067702256,False
925,3942392154,1267869714,False
926,4045067512,1280456537,False
927,802854299,1039791333,False
928,2186204060,1130655020,False
929,3652337089,1231548560,False
930,3287127764,1204201098,False
931,3861820882,1254405330,False
932,190106164,933253450,False
933,4231687343,1323260726,False
934,4128438377,1295960397,False
935,3716328467,1237283867,False
936,4061577483,1283415787,False
937,4108907506,1292385889,False
938,3002935680,1181445299,False
939,3574057570,1222712486,False
940,4193571650,1312135608,False
941,2833227689,1167620426,False
942,4205114468,1315408862,True
943,4063352199,1284041690,False
944,46497356,309117947,False
945,3898728616,1261426616,False
946,3071802016,1188761773,False
947,572999304,1027566982,False
948,177355163,925722104,False
949,790746452,1039142897,False
950,3797625473,1246419218,False
951,4108382052,1292276380,False
952,1079936591,1057540702,False
953,3930103968,1265381870,True
954,3939550780,1266671668,False
955,1135482125,1064302334,False
956,4061583952,1283539891,False
957,1678215671,1098075230,False
958,1828625834,1104308432,False
959,3992504805,1273066511,False
960,10430562,258976563,False
961,2422682727,1140991245,False
962,4209005741,1316221468,False
963,500602782,1101975874,False
964,207151494,941622217,False
965,550813750,1025433458,False
966,3879893292,1257236764,False
967,3582312169,1223595698,False
968,247675959,964635261,False
969,303051094,995098579,False
970,522133438,1102674997,False
971,4218234553,1319147766,False
972,2316638834,1178465152,False
973,2940639006,1174587942,False
974,3566608380,1221799515,False
975,3875023605,1256923129,False
976,1670246311,1097313806,False
977,4187124385,1311441065,False
978,4231421644,1323841793,False
979,569733540,1027062724,False
980,212190757,949260909,False
981,3661921757,1232852478,False
982,1924580584,1112678788,False
983,4022758165,1277588180,False
984,3809098080,1247387396,False
985,3793734826,1245669083,False
986,3696317175,1235615248,False
987,277297778,977171513,False
988,3170638521,1195469407,False
989,3578689082,1223057800,False
990,2033307645,1121208596,False
991,2662481360,1155961449,False
992,3885528912,1258617921,False
993,3049576710,1187453724,False
994,3120284937,1192013447,False
995,3785187835,1244541044,False
996,4165065923,1305341429,False
997,4044738809,1280327744,False
998,4197501786,1313270726,False
999,76198034,846816060,False
1000,850279087,1043284226,False
1001,4160811429,1304039069,False
1002,3414348931,1211983763,False
1003,4116584389,1293115875,False
1004,64380304,875589534,False
1005,1595648801,1093061143,False
1006,4144868962,1300062798,False
1007,3881319361,1257405153,True
1008,4010223990,1276020244,False
1009,3139415316,1193221492,False
1010,3727839152,1238332711,False
1011,3002342845,1181356656,False
1012,1170843,857276,False
1013,439124555,1008806268,False
1014,1554966892,1246594524,False
1015,4088819510,1289597231,False
1016,853456076,1043840948,False
1017,1100845827,1061417885,False
1018,3376295323,1209388779,False
1019,52148944,503809800,False
1020,1878218274,1108739278,False
1021,2976602908,1177571372,False
1022,3992793859,1273760869,False
1023,3601551849,1241181475,False
1024,3684766878,1234492881,False
1025,4063343453,1284001763,False
